Comp_OID,Symbolic_name,CodingSystemName,SubmitterFirst,SubmitterLast,Submitter_Email,Submitter2,Contact_person_desc,Contact_person_address,Contact_person_phone,Contact_person_email,Contact_person_info,Resp_body_name,Resp_body_address,Resp_body_phone,Resp_body_email,Resp_body_URL,Resp_body_Type,Resp_body_oid,External_OID_flag,externalOIDsubType,replacedBy,Oid_Type,assignment_status,AA_OID,AA_description,Object_description,Date_begun,Date_finalized,Entry_Timestamp,T396mnemonic,Preferred_Realm
2.16.840.1.113883.3.1666,aCN,Accenture root OID,Cecil,Lynch,masked,,Cecil Lynch,,916-412-5504,masked,"Sr. Manager, Health and Public Service","Accenture, LLP","560 Mission Street, Suite 1200San Francisco, CA 94105",1 415 537 5000,Email_a_colleague@accenture.com,http://www.accenture.com,Vendor,,Int,,,3,Complete,,HL7 International,This is the Accenture root OID under which other OIDs will be created.,21/02/2012 12:00,16/03/2012 12:00,16/03/2012 10:59,,UV
2.16.840.1.113883.3.1355.5,ahwest-amcp,Adventist Medical Center - Portland(AMC-P),Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Adventist Medical Center - Portland(AMC-P),"Adventist Medical Center - Portland, 10123 Southeast Market Street, Portland, OR 97216",503-257-2500,cioinfo@ah.org,http://www.adventisthealthnw.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.5,Adventist Health West,"Identifier for Adventist Medical Center - Portland(AMC-P), which is a 311 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Portland, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:03,,UV
2.16.840.1.113883.3.1355.5.1,ahwest-amcp-mrn,Adventist Medical Center - Portland(AMC-P) MRN,Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Adventist Medical Center - Portland(AMC-P),"Adventist Medical Center - Portland, 10123 Southeast Market Street, Portland, OR 97216",503-257-2500,cioinfo@ah.org,http://www.adventisthealthnw.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.5.1,Adventist Health West,"MRN for Adventist Medical Center - Portland(AMC-P), which is a 311 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Portland, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:04,,UV
2.16.840.1.113883.3.1355.5.2,ahwest-amcp-account,Adventist Medical Center - Portland(AMC-P) Account,Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Adventist Medical Center - Portland(AMC-P),"Adventist Medical Center - Portland, 10123 Southeast Market Street, Portland, OR 97216",503-257-2500,cioinfo@ah.org,http://www.adventisthealthnw.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.5.2,Adventist Health West,"Account number for Adventist Medical Center - Portland(AMC-P), which is a 311 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Portland, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:06,,UV
2.16.840.1.113883.3.1355.5.3,ahwest-amcp-doctor,Adventist Medical Center - Portland(AMC-P) Doctor,Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Adventist Medical Center - Portland(AMC-P),"Adventist Medical Center - Portland, 10123 Southeast Market Street, Portland, OR 97216",503-257-2500,cioinfo@ah.org,http://www.adventisthealthnw.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.5.3,Adventist Health West,"Doctor number for Adventist Medical Center - Portland(AMC-P), which is a 311 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Portland, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:08,,UV
2.16.840.1.113883.3.1355.5.4,ahwest-amcp-uref,Adventist Medical Center - Portland(AMC-P) Unit Reference Number,Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Adventist Medical Center - Portland(AMC-P),"Adventist Medical Center - Portland, 10123 Southeast Market Street, Portland, OR 97216",503-257-2500,cioinfo@ah.org,http://www.adventisthealthnw.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.5.4,Adventist Health West,"Unit reference number for Adventist Medical Center - Portland(AMC-P), which is a 311 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Portland, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:09,,UV
2.16.840.1.113883.3.1667,mm,MERCY REGIONAL MEDICAL CENTER,Kathy,Rem,masked,Myriah Vandre,Kathy Rem,"111 Inverness Dr WEnglewood, CO 80112",303-643-4264 ,masked,DIR APPL SYSTEMS ANALYST/PROGR,Mercy Regional Medical Center,"1010 Three Springs Blvd.Durango, CO 81301 ",(970) 247-4311,KathrynRem@Centura.Org,http://www.mercydurango.org,Provider,,Int,,,3,Complete,,HL7 International,"Root OID for Mercy Regional Medical Center. Mercy Regional Medical Center is part of the Centura Health System and is an 82 bed facility located in Durango, Colorado.",22/02/2012 12:00,16/03/2012 12:00,31/03/2014 4:32,,UV
2.16.840.1.113883.3.1355.70,ahwest-tcgh,Tillamook County General Hospital(TCGH),Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Tillamook County General Hospital(TCGH),"Tillamook County General Hospital 1000 Third StreetTillamook, Oregon 97141",503-842-4444,cioinfo@ah.org,http://www.tcgh.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.70,Adventist Health West,"Identifier for Tillamook County General Hospital(TCGH), which is a 25 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Tillamook, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:16,,UV
2.16.840.1.113883.3.1355.70.1,ahwest-tcgh-mrn,Tillamook County General Hospital(TCGH) MRN,Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Tillamook County General Hospital(TCGH),"Tillamook County General Hospital 1000 Third StreetTillamook, Oregon 97141",503-842-4444,cioinfo@ah.org,http://www.tcgh.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.70.1,Adventist Health West,"MRN for Tillamook County General Hospital(TCGH), which is a 25 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Tillamook, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:18,,UV
2.16.840.1.113883.3.1355.70.2,ahwest-tcgh-account,Tillamook County General Hospital(TCGH) Account,Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Tillamook County General Hospital(TCGH),"Tillamook County General Hospital 1000 Third StreetTillamook, Oregon 97141",503-842-4444,cioinfo@ah.org,http://www.tcgh.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.70.2,Adventist Health West,"Account number for Tillamook County General Hospital(TCGH), which is a 25 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Tillamook, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:18,,UV
2.16.840.1.113883.3.1355.70.3,ahwest-tcgh-doctor,Tillamook County General Hospital(TCGH) Doctor,Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Tillamook County General Hospital(TCGH),"Tillamook County General Hospital 1000 Third StreetTillamook, Oregon 97141",503-842-4444,cioinfo@ah.org,http://www.tcgh.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.70.3,Adventist Health West,"Doctor number for Tillamook County General Hospital(TCGH), which is a 25 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Tillamook, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:20,,UV
2.16.840.1.113883.3.1355.70.4,ahwest-tcgh-uref,Tillamook County General Hospital(TCGH) Unit Reference Number,Cannon,Dobbs,masked,,Matthew Stemple,"Adventist Health, 1101 Creekside Ridge Dr #150, Roseville, CA 95678",916-783-2572,masked,Integration Management,Tillamook County General Hospital(TCGH),"Tillamook County General Hospital 1000 Third StreetTillamook, Oregon 97141",503-842-4444,cioinfo@ah.org,http://www.tcgh.com/,Provider,2.16.840.1.113883.3.1355,Ext,,,4,Complete,2.16.840.1.113883.3.1355.70.4,Adventist Health West,"Unit reference number for Tillamook County General Hospital(TCGH), which is a 25 bed not for profit, faith based, acute care hospital which provides a full range of inpatient, outpatient, emergency, and diagnostic services to communities in and near Tillamook, OR, US.",22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:28,,UV
2.16.840.1.113883.17.63,pbmc,Pen Bay Medical Center ,Laura,June,masked,,Laura June,"Pen Bay HealthcareSix Glen Cove DriveRockport, ME  04856",207 701-3228,masked,Systems Analyst\Programmer,Pen Bay Medical Center,"Six Glen Cove DriveRockport, Maine 04856",207 596-8000,ljune@penbayhealthcare.org,http://www.penbayhealthcare.org,Provider,,Int,,,17,Complete,,HL7 International,Pen Bay Medical Center's OID for electronic exchange of CCD clinical information to other healthcare organizations.,22/02/2012 12:00,16/03/2012 12:00,16/03/2012 11:30,,UV
2.16.840.1.113883.3.1668,cuc,Cuero Community Hospital,Arthur,Mueller,masked,,Arthur Mueller,,361-275-0502,masked,IT Director,Cuero Community Hospital,"2550 N. EsplandeCuero, Texas 77954",361-275-6191,arthurm@cuerohospital.org,http://www.cuerohospital.org,Provider,,Int,,,3,Complete,,HL7 International,Root OID for Cuero Community Hospital.,23/02/2012 12:00,23/03/2012 12:00,23/03/2012 12:27,,UV
2.16.840.1.113883.17.64,ppskc,"Premier Plastic Surgery, PA",John,Tune,masked,,Cathi Smith,"Premier Plastic Surgery, PA20375 W. 151st Street, Ste. 370Olathe, KS 66061-7207",913-782-0707,masked,Practice Manager,Cathi Smith,"Premier Plastic Surgery, PA20375 W. 151st Street, Ste. 370Olathe, KS 66061-7207",913-782-0707,csmith@ppskc.com,http://www.ppskc.com,Provider,,Int,,,17,Complete,,HL7 International,"Premier Plastic Surgery is a physician practice that specializes in Plastic surgery and is located in Olathe, KS. The OID will be used for the exchange of Continuity of Care Documents (CCD) amongst providers.",23/02/2012 12:00,23/03/2012 12:00,23/03/2012 12:31,,UV
2.16.840.1.113883.3.1669,app,Asante Physician Partners,Christopher,Jorge,masked,Asante Health System,Christopher Jorge,,541-789-4756,masked,Sr. Programmer / Analyst,Asante Health System,"2650 Siskiyou Blvd.Medford, Or. 97504USA",541-789-7000,cjorge@asante.org,http://www.asante.org,Provider,,Int,,,3,Complete,,HL7 International,Root OID for Asante Physician Partners Medical Record Number.,23/02/2012 12:00,23/03/2012 12:00,23/03/2012 12:32,,UV
2.16.840.1.113883.3.1670,accelerator,Catalis Accelerator,Eddie,Orellana,masked,,Eddie Orellana,,512-797-8461,masked,Project Manager,Catalis. Inc,,,jeo@thecatalis.com,,Vendor,,Int,,,3,Complete,,HL7 International,"Root OID for Catalis, Inc. The object will identify body in the HL7 so other parties receiving the HL7 knows who it came from.",23/02/2012 12:00,23/03/2012 12:00,2/04/2012 12:10,,UV
2.16.840.1.113883.3.1671,ejgh,East Jefferson General Hospital,Collette,Zeiour,masked,Debra stark,Collette Zeiour,"4200 Houma Blvd.Metaire, LA 70006",504-456-8187,masked,Direcotr of Health Information Management,East Jefferson General Hospital,"4200 Houma Blvd.Metaire, LA 70006",504-454-4000,czeiour@ejgh.org,http://www.ejgh.org/,Provider,,Int,3,,3,Complete,,HL7 International,East Jefferson General Hospital Root OID.,23/02/2012 12:00,23/03/2012 12:00,23/03/2012 12:48,,UV
2.16.840.1.113883.3.1672,woomo,Sichuan IC of HIO,lin,xd,masked,lin_xd,linxiaodong,"sichuan chengdu jianshe road north,UESTC,china",13981924470,masked,IT manager,Information Center of Sichuan Health Organization,"Sichuan Chengdu Jianshe Road North,UESTC,China",2883200725,lin_xd@126.com,http://218.200.166.90,Academic,,Int,3,,3,Complete,,HL7 International,"Root OID for Information Center of Sichuan Health Organization, which is to be used for local health information system.",23/02/2012 12:00,23/03/2012 12:00,23/03/2012 12:53,,CN
2.16.840.1.113883.3.1673,biosense2,BioSense 2,Aaron,Johnson,masked,Mike Alletto,Mike Alletto,"Northrop GrummanBuilding AUC117455 E Exposition DR Aurora, CO 80017",(720) 427-4408,masked,"Program Manager, BioSense 2",Centers for Disease Control and Prevention,"Centers for Disease Control and Prevention1600 Clifton Rd. Atlanta, GA 30333, USA",(800-232-4636),cdcinfo@cdc.gov,http://www.cdc.gov/,Govt body,,Int,,,3,Complete,,HL7 International,Root OID for BioSense 2.Full details at: http://www.cdc.gov/Biosense/,24/02/2012 12:00,23/03/2012 12:00,23/03/2012 12:54,,UV
2.16.840.1.113883.3.1674,cchmc,Cincinnati Children's Hospital Medical Center,Kartik,Varadarajan,masked,,Kartik Varadarajan,"Cincinnati children's Hospital Medical CenterMLC 7014, 3333 Burnet AvenueCincinati, OH 45229",513-803-0794,masked,,Cincinnati Children's Hospital and Medical Center,"Cincinnati children's Hospital Medical Center3333 Burnet AvenueCincinati, OH 45229",513-803-0794,kartik.varadarajan@cchmc.org,http://www.cincinnatichildrens.org/,Academic,,Int,,,3,Complete,,HL7 International,OID root for Cincinnati Children's Hospital Medical Center.,24/02/2012 12:00,23/03/2012 12:00,23/03/2012 12:55,,UV
2.16.840.1.113883.3.1675,aCDTC,ADVANTAGE CARE DIAGNOSTIC AND TREATMENT CENTER,MARY ELLEN,DIVER,masked,,MARY ELLEN DIVER,"ADVANTAGE CARE DIAGNOSTIC AND TREATMENT CENTER,189 WHEATLEY ROAD,BROOKVILLE, NY, 11545",5166261075,masked,CLINIC DIRECTOR,ADVANTAGE CARE DIAGNOSTIC AND TREATMENT CENTER,"189 WHEATLEY ROAD,BROOKVILLE, NY, 11545",5166261075,MDIVER@AHRC.ORG,,Provider,,Int,,,3,Complete,,HL7 International,Root OID to be used for AMBULATORY CARE CLINIC.,27/02/2012 12:00,23/03/2012 12:00,23/03/2012 12:57,,UV
2.16.840.1.113883.3.1676,msi,Medsolutions,Scott,McDaniel,masked,,Scott McDaniel,"730 Cool Springs Blvd, Suite 800Franklin, TN 37067",6154684223,masked,Director of Analytics,Medsolutions,,,online@medsolutions.com,http://www.medsolutions.com,Payor,,Int,,,3,Complete,,HL7 International,"Root OID for Medsolutions, which is to be used in MAT authoring tool.",27/02/2012 12:00,23/03/2012 12:00,23/03/2012 12:59,,UV
2.16.840.1.113883.3.1677,bhn,Banner Health Network,Chuck,Canode,masked,,Chuck Canode,"525 W Brown RdMesa, AZ 85201 ",480-684-5219,masked,Business Intelligence Architect,Banner Health Network,"P.O. Box 1427Mesa, AZ 85211-1427",,bhn@bannerhealth.com,http://www.bannerhealthnetwork.com,Provider,,Int,,,3,Complete,,HL7 International,Banner Health Network Accountable Care Organization (ACO). This OID will be used to uniquely identify BHN as the parent organization of hierarchical data. ,27/02/2012 12:00,23/03/2012 12:00,23/03/2012 1:01,,UV
2.16.840.1.113883.10.20.24,qrdaCatITemplateRootOID-V2,Quality Reporting Document Architecture Category I Version 2 Root OID,Gaye,Dolin,masked,,Gaye Dolin,,7147444152,masked,,Structured Documents,"Health Level Seven International3300 Washtenaw Avenue, Suite 227Ann Arbor, MI 48104USA",NA,gaye.dolin@lantanagroup.com,,HL7 body,,Ext,10,,10,Complete,2.16.840.1.113883.10.20.24,structuredDocumentsWorkGroup,This is the root OID for CDA R2 Quality Reporting Document Architecture Category I Version 2 Root.,27/02/2012 12:00,23/03/2012 12:00,23/03/2012 1:04,,US
2.16.840.1.113883.3.1678,wellc,Wellcentive,Andrew,Borland,masked,,Andrew Borland,,6787103050,masked,,Wellcentive,"100 Mansell Court EastSuite 625Roswell, GA 30076",,awborland@wellcentive.com,http://www.wellcentive.com,Provider,,Int,,,3,Complete,,HL7 International,"This OID represents the Wellcentive corporation.  Wellcentive, acting as a EHR Data Submission Vendor for the Physician Quality Reporting System, will use this OID to report data to CMS.Wellcentive, acting as a CCD document author, will use this OID to identify Wellcentive as the document creator.",28/02/2012 12:00,14/03/2012 12:00,15/03/2012 12:24,,UV
2.16.840.1.113883.3.1679,mjh,Martha Jefferson Hospital,Josh,Baumann,masked,,Dale Knauf,"500 Martha Jefferson DriveCharlottesville, VA 22911",434 654 7071,masked,Interface Analyst,Martha Jefferson Hospital,"500 Martha Jefferson DriveCharlottesville, VA 22911",434 654 7071,mjhelp@mjh.org,,Provider,,Int,3,,3,Complete,,HL7 International,Martha Jefferson Hospital Root OID.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 1:07,,UV
2.16.840.1.113883.3.1680,sph,St. Peter's Hospital,Daniel ,Sullivan,masked,,Daniel Sullivan,"2475 BroadwayHelena, MT 59601",406495-6515,masked,Information Systems Director,St. Peter's Hospital,"2475 BroadwayHelena, MT 59601",406495-6515,dsullivan@stpetes.org,https://www.stpetes.org/,Provider,,Int,,,3,Complete,,HL7 International,This OID will be used for HL7 interfaces for the purposes of health information exchange between St. Peter's Hospital and Healthshare Montana.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:04,,UV
2.16.840.1.113883.3.1681,wpahs,West Penn Allegheny Health System,Kelley,Wasicek,masked,David Chuirazzi,Kelley Wasicek,"WPAHS Program Management OfficeTwo Allegheny CenterSuite 550Pittsburgh, PA 15212",412-330-6163,masked,Project Manager,WPAHS,"30 Isabella StPittsburgh, PA 15212",412-330-6163,kwasicek@wpahs.org,http://www.wpahs.org,Provider,,Int,,,3,Complete,,HL7 International,Root OID for West Penn Allegheny Health System.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:07,,UV
2.16.840.1.113883.3.1682,actionchiro,Action Chiropractic Clinic,Philip ,Ivanov,masked,,Philip Ivanov,"Action Chiropractic Clinic6935 Old Canton Rd, Suite ARidgeland, MS, 39157",6019566050,masked,Chiropractor,Action Chiropractic,"Action Chiropractic Clinic6935 Old Canton Rd suite ARidgeland, MS, 39157",6019566050,actionchiro@bellsouth.net,http://www.actionchiroinc.com,Provider,,Int,,,3,Complete,,HL7 International,"Action Chiropractic Clinic is a full service chiropractic, massage therapy, and injury rehabilitation office located in Ridgeland, Mississippi. The clinic OID will be used in order to meet meaningful use objectives.",28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:08,,UV
2.16.840.1.113883.13.208,vICHAdministratorOfVMP,VICH Administrator Of VMP,Glenn,Peterson,masked,,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,masked,Business Process Improvement Manager,Center for Veterinary Medicine/FDA,"7519 Standish PlaceRockville, MD 20855",240-453-6876,glenn.peterson@fda.hhs.gov,,Govt body,,Int,,,13,Complete,,HL7 International,These are codes for the administrator of a veterinary medicinal product. These terms are to be used in the HL7 ICSR message for animal product adverse events.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:11,,UV
2.16.840.1.113883.3.1683,slg,SLG,Pratyush,Kumar,masked,,Pratyush Kumar,,2257734597,masked,,SLG Innovation,"4717 Conlin St,Metairie LA 70006",,pratkumar@slginnovation.com,,Vendor,,Int,,,3,Complete,,HL7 International,SLG Innovation root object for Prism Trial.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:14,,UV
2.16.840.1.113883.13.209,vICHAccuracyOfNumberOfAnimals,VICH Accuracy of Number of Animals Showing Clincal Signs,Glenn,Peterson,masked,,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,masked,Business Process Improvement Manager,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,glenn.peterson@fda.hhs.gov,,Govt body,,Int,,,13,Complete,,HL7 International,These are codes that will be use to describe the accuracy of the number of animal associated with each clinical sign. These terms are to be used in the HL7 ICSR message for animal product adverse events.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:18,,UV
2.16.840.1.113883.13.210,vICHAttendingVetAssessment,VICH Attending Vet Assessment,Glenn,Peterson,masked,,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,masked,Business Process Improvement Manager,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,glenn.peterson@fda.hhs.gov,,Govt body,,Int,,,13,Complete,,HL7 International,These are codes that will be use to describe the relationship between the animals clinical signs and the drug causality. These terms are to be used in the HL7 ICSR message for animal product adverse events.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:20,,UV
2.16.840.1.113883.13.211,vICHAttachedDocumentTypes,VICH Attached Document Types,Glenn,Peterson,masked,,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,masked,Business Process Improvement Manager,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,glenn.peterson@fda.hhs.gov,,Govt body,,Int,,,13,Complete,,HL7 International,"These codes describe the type of documents that are submitted with the reports, e.g. product label, medical records, etc. These terms are to be used in the HL7 ICSR message for animal product adverse events.",28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:21,,UV
2.16.840.1.113883.13.212,vICHDomesticAndForeignReportCategories,VICH Domestic And Foreign Report Categories,Glenn,Peterson,masked,,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,masked,Business Process Improvement Manager,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,glenn.peterson@fda.hhs.gov,,Govt body,,Int,,,13,Complete,,HL7 International,These are codes that determine whether the report is a domestic or foreign reports.  These terms are to be used in the HL7 ICSR message for animal product adverse events.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:22,,UV
2.16.840.1.113883.13.213,vICHPackageType,VICH Package Types,Glenn,Peterson,masked,,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,masked,Business Process Improvement Manager,Glenn Peterson,"7519 Standish PlaceRockville, MD 20855",240-453-6876,glenn.peterson@fda.hhs.gov,,Govt body,,Int,,,13,Complete,,HL7 International,These are terms that the reporter would use to describe the package of the product.  These terms are to be used in the HL7 ICSR message for animal product adverse events.  These are a subset of the NCI terms for Package.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:24,,UV
2.16.840.1.113883.3.1684,soarclinProd,Virtua Soarian Clinicals Development,Vincent,Levesque,masked,Frank Pero,Vincent Levesque,"Virtua Information system301 Lippincott DriveSuite 300Marlton, NJ 08053",856-248-6541,masked,System Integration Manager,Virtua Health,"Virtua Information system301 Lippincott DriveSuite 300Marlton, NJ 08053",856-248-6541,vlevesque@virtua.org,http://www.virtua.org,Provider,,Int,,,3,Retired,,HL7 International,Root OID for the Virtua Soarian Clinicals Production system for patient care.,28/02/2012 12:00,23/03/2012 12:00,8/01/2014 6:34,,UV
2.16.840.1.113883.3.1685,soarclintst,Virtua Soarian Clinicals Test system,Vincent ,Levesque,masked,Frank Pero,Vincent Levesque,"Virtua Information Services301 Lippincott Drive.Marlton, NJ 08053",856-248-6541,masked,System Integration manager,Virtua Health,"Virtua Information Services301 Lippincott Drive.Marlton, NJ 08053",856-248-6541,vlevesque@virtua.org,http://www.virtua.org,Provider,2.16.840.1.113883.3.1060,Int,,,3,Retired,,HL7 International,Root OID for Virtua Soarian Clinicals Test system. ,28/02/2012 12:00,23/03/2012 12:00,8/01/2014 6:35,,UV
2.16.840.1.113883.3.1686,a-WHIT,Woodstock Health & Information Technology,David,Stumpf,masked,,David A Stumpf,"1101 Alpine LaneWoodstock, IL 60098-9726",8474947589,masked,President,Woodstock Health & Information Technology,"1101 Alpine LaneWoodstock, IL 60098-9726",847 494 7589,consulting@stumpf.org,,Vendor,,Int,14,,3,Complete,,HL7 International,Root OID for Woodstock Health & Information Technology.  ,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:33,,US
2.16.840.1.113883.3.1687,unmhsc,University of New Mexico Health Sciences Center,Holly,Willis,masked,Glen Jornigan,Holly Willis,"UNM Hospitals Information Technology Division933 Bradbury Drive SE, Suite 3131Albuquerque, NM 87106",505-272-0505,masked,Systems (Integration) Analyst,UNM Hospitals,"2211 Lomas Blvd NEAlbuquerque, NM 87106",505-272-3288,gjornigan@salud.unm.edu,,Provider,,Int,3,,3,Complete,,HL7 International,Root OID for University of New Mexico Health Sciences Center facilities.,28/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:35,,UV
2.16.840.1.113883.4.534,nlfh,Northwestern Lake Forest Hospital,Susan,Feeley,masked,,Susan Feeley,"541 North FairbanksSuite 2644Chicago, IL  60611",312.-926-6603,masked,Program Manager,Northwestern Lake Forest Hospital,"660 North WestmorelandLake Forest, IL  60045",847-234-5600,sfeeley@nmh.org,http://www.lfh.org,Provider,,Int,,,4,Pending,,Northwestern Memorial Healthcare,This is the sub OID for Northwestern Memorial Healtcare.  This OID will be used to generate the Continuity of Care Document within Cerner.,29/02/2012 12:00, ,29/02/2012 12:08,,UV
2.16.840.1.113883.3.1688,grmctx,Guadalupe Regional Medical Center,Charles,McWhorter,masked,,Charles McWhorter,"1215 East CourtSeguin, TX 78155",830-401-7447,masked,System Analyst,Guadalupe Regional Medical Center,"1215 East CourtSeguin, TX 78155",830-379-2411,dhernandez@grmedcenter.com,http://www.grmedcenter.com,Provider,,Int,,,3,Complete,,HL7 International,"Root OID for Guadalupe Regional Medical Center, which is to be used for exchanging health summaries (CCD) with other providers via an HL7 interface.",29/02/2012 12:00,23/03/2012 12:00,23/03/2012 2:39,,UV
2.16.840.1.113883.3.1689,tailored-approach,"The Tailored Approach, LLC",Raj,Puri,masked,,Raj Puri,"627 S. Burlingame Ave.Los Angeles, CA 90049",3103956498,masked,President,"The Tailored Approach, LLC",,,raj.puri@tailoredapproach.com,http://www.tailoredapproach.com,Vendor,,Int,,,3,Complete,,HL7 International,"Root OID for The Tailored Approach, which is an EHR vendor.  ",1/03/2012 12:00,23/03/2012 12:00,23/03/2012 2:41,,UV
2.16.840.1.113883.3.239.13.14,ca-onMTLN,College of Massage Therapists of Ontario License Number,Wendy,Huang,masked,,Iryna Roy,"200 Wellington St. W. - Suite 400Toronto, ON M5V 3C7Canada",416-591-8069,masked,"Senior Standards Analyst, Registries",College of Massage Therapists of Ontario,"810 - 1867 Yonge Street, Toronto, ON M4S 1Y5Canada",1-800-465-1933,cmto@cmto.com,https://www.cmto.com,Prof Soc,,Ext,4,,4,Complete,2.16.840.1.113883.3.239.13.14,eHealth Ontario,"The College License Number is a unique and permanent number assigned by the college to identify each individual massage therapist in Ontario, Canada. Massage therapists currently practicing have a Member Type GC or GC_L and hold a General Certificate with the College.",1/03/2012 12:00,1/03/2012 12:00,1/03/2012 12:57,,UV
